-0.864502	0.457867	0.207352	1.35	#bbcbff	32Alp Leo
-0.867626	0.448830	-0.213954	3.61	#ffdbb3	41Lam Hya
-0.664850	0.328818	-0.670711	3.85	#d4dfff	HR4023
-0.825972	0.399780	0.397424	3.44	#f9f8ff	36Zet Leo
-0.659780	0.317897	0.680905	3.45	#d4dfff	33Lam UMa
-0.305352	0.152681	-0.939920	3.32	#bbcbff	Ome Car
-0.432168	0.208259	-0.877416	3.40	#ffdbb3	HR4050
-0.852455	0.397635	0.339422	2.61	#ffdbb3	41Gam1Leo
-0.852470	0.397619	0.339404	3.80	#fff6ee	41Gam2Leo
-0.681971	0.309613	0.662613	3.05	#ffd68b	34Mu  UMa
-0.507173	0.234042	-0.829458	4.50	#bbcbff	HR4074
-0.877901	0.381312	-0.289640	3.81	#ffdbb3	42Mu  Hya
-0.737809	0.313625	0.597726	4.21	#fff6ee	31Bet LMi
-0.251514	0.111462	-0.961414	4.00	#f9f8ff	HR4102
-0.787221	0.337600	-0.516052	4.25	#ffdbb3	Alp Ant
